order_id,customer_id,delivery_pincode,order_timestamp,order_value,discount_pct,item_category,order_hour,distance_km,is_returned
ORD504014,CUST100717,560043,2025-01-15 12:13:08,684.3,4.7,Beauty,9,18.0,0
ORD503452,CUST100114,560052,2025-01-15 12:29:14,381.41,19.2,Fashion,0,1.0,0
ORD502673,CUST100461,560018,2025-01-15 12:43:42,525.67,25.3,Beauty,15,16.2,0
ORD501387,CUST101620,560108,2025-01-15 13:51:33,1225.28,36.3,Fashion,12,6.6,1
ORD505565,CUST100834,560106,2025-01-15 14:12:49,543.75,24.3,Fashion,20,25.3,1
ORD505686,CUST101408,560016,2025-01-15 14:46:00,1145.54,11.1,Grocery,23,20.7,1
ORD501551,CUST100674,560102,2025-01-15 14:49:13,934.95,4.6,Beauty,11,14.3,1
ORD506111,CUST100809,560119,2025-01-15 15:21:31,260.53,16.5,Grocery,12,18.3,0
ORD505034,CUST101324,560018,2025-01-15 15:48:47,443.51,34.7,Fashion,8,8.6,0
ORD502386,CUST101869,560029,2025-01-15 16:13:33,1252.05,42.0,Electronics,2,13.0,0
ORD505613,CUST100983,560023,2025-01-15 17:27:01,301.58,32.5,Home,9,1.9,0
ORD506723,CUST100503,560013,2025-01-15 18:55:16,1350.57,6.1,Electronics,8,12.1,0
ORD505289,CUST101998,560030,2025-01-15 19:19:00,797.8,18.5,Electronics,16,8.9,0
ORD500915,CUST101123,560057,2025-01-15 21:37:36,338.38,17.3,Beauty,18,4.8,0
ORD500178,CUST100868,560101,2025-01-15 21:39:24,327.48,38.3,Fashion,13,18.7,0
ORD507772,CUST101139,560111,2025-01-15 21:47:07,289.09,18.6,Home,18,1.0,0
ORD507664,CUST100206,560031,2025-01-15 21:55:57,556.85,33.8,Fashion,13,16.6,0
ORD501221,CUST100410,560097,2025-01-15 21:56:30,780.41,42.8,Home,21,25.6,1
ORD501640,CUST101550,560040,2025-01-15 22:42:31,679.71,25.2,Beauty,0,10.9,0
ORD504553,CUST100187,560106,2025-01-15 22:45:23,1399.84,40.8,Electronics,21,15.8,0
ORD500502,CUST101579,560105,2025-01-16 00:10:33,2893.69,6.8,Beauty,8,16.1,1
ORD507171,CUST101850,560008,2025-01-16 00:13:41,373.25,2.6,Electronics,0,7.5,0
ORD505975,CUST101089,560001,2025-01-16 00:19:49,515.78,16.3,Electronics,2,12.0,1
ORD503127,CUST100251,560084,2025-01-16 01:40:47,1816.13,5.4,Fashion,20,17.6,1
ORD507858,CUST100367,560025,2025-01-16 02:11:39,150.0,5.5,Fashion,19,6.7,0
ORD507908,CUST100667,560020,2025-01-16 03:07:32,499.5,22.3,Fashion,22,9.9,0
ORD507838,CUST101263,560055,2025-01-16 03:10:19,273.43,29.0,Grocery,0,12.2,0
ORD505643,CUST100654,560074,2025-01-16 03:30:58,242.69,5.9,Grocery,15,19.6,0
ORD504692,CUST101575,560036,2025-01-16 03:32:29,1074.87,30.1,Home,10,12.8,0
ORD506967,CUST100798,560075,2025-01-16 03:47:03,329.73,10.5,Home,0,16.9,0
ORD504310,CUST101280,560117,2025-01-16 04:55:10,1520.12,6.5,Fashion,15,18.1,0
ORD500293,CUST100520,560041,2025-01-16 05:57:08,373.05,31.9,Fashion,17,26.9,0
ORD502930,CUST101227,560001,2025-01-16 06:05:14,1976.53,26.6,Fashion,22,22.5,0
ORD502753,CUST101543,560082,2025-01-16 06:30:19,318.47,4.4,Electronics,4,15.3,0
ORD502797,CUST100906,560000,2025-01-16 06:37:10,312.56,25.7,Electronics,11,1.4,0
ORD506573,CUST100395,560076,2025-01-16 07:16:31,381.74,11.7,Grocery,8,23.1,0
ORD503460,CUST101875,560110,2025-01-16 08:30:03,1180.36,18.9,Electronics,22,14.0,1
ORD504372,CUST100408,560012,2025-01-16 08:57:08,1194.85,10.3,Fashion,8,17.5,0
ORD505401,CUST101886,560030,2025-01-16 10:02:15,685.02,23.5,Other,1,13.7,0
ORD501766,CUST101143,560079,2025-01-16 10:44:58,619.46,30.3,Home,3,12.0,0
ORD504592,CUST101663,560107,2025-01-16 14:34:12,765.73,10.2,Fashion,1,16.5,1
ORD503707,CUST100671,560043,2025-01-16 15:17:01,468.77,22.7,Electronics,14,21.6,0
ORD506342,CUST101586,560107,2025-01-16 15:56:31,1301.94,28.9,Electronics,12,24.0,1
ORD502141,CUST100607,560014,2025-01-16 17:20:35,600.75,9.8,Fashion,16,21.0,0
ORD504027,CUST101593,560117,2025-01-16 17:26:54,1037.98,8.2,Beauty,23,17.0,0
ORD502778,CUST100674,560017,2025-01-16 19:59:55,487.25,1.6,Fashion,15,19.0,0
ORD502259,CUST100699,560025,2025-01-16 21:07:28,419.7,6.5,Fashion,17,11.5,0
ORD503795,CUST100545,560083,2025-01-16 21:08:10,575.16,16.0,Fashion,9,5.5,0
ORD504593,CUST101335,560077,2025-01-16 21:35:59,535.39,9.5,Grocery,16,26.7,0
ORD500179,CUST101209,560048,2025-01-16 22:22:12,256.96,3.5,Home,0,11.3,0
ORD503356,CUST100054,560015,2025-01-16 22:28:31,567.86,27.7,Grocery,5,16.2,0
ORD506071,CUST100713,560025,2025-01-16 22:53:48,376.22,32.4,Electronics,11,13.2,0
ORD503636,CUST100339,560047,2025-01-16 23:19:42,500.5,13.0,Beauty,14,4.3,0
ORD507857,CUST100139,560063,2025-01-16 23:26:44,539.37,19.8,Fashion,15,1.0,0
ORD501164,CUST100906,560082,2025-01-16 23:35:29,251.36,15.7,Electronics,4,12.5,0
ORD505091,CUST100227,560013,2025-01-16 23:48:31,597.75,15.8,Fashion,14,21.3,0
ORD505132,CUST100458,560072,2025-01-17 00:20:23,1156.06,13.0,Grocery,17,14.7,0
ORD502184,CUST100364,560088,2025-01-17 00:38:51,868.77,27.4,Electronics,14,15.1,0
ORD500691,CUST101762,560027,2025-01-17 01:30:00,650.49,33.9,Home,18,5.6,1
ORD501650,CUST101484,560028,2025-01-17 01:33:32,182.3,36.1,Electronics,4,11.1,0
ORD504852,CUST101062,560113,2025-01-17 01:51:04,918.61,16.7,Fashion,20,24.4,0
ORD507308,CUST100194,560031,2025-01-17 03:03:22,186.66,18.4,Fashion,2,17.1,0
ORD504432,CUST100789,560110,2025-01-17 03:17:29,918.57,30.9,Fashion,20,13.5,0
ORD507910,CUST100292,560053,2025-01-17 03:37:18,573.44,27.6,Beauty,3,9.5,0
ORD506224,CUST100602,560103,2025-01-17 04:05:02,435.55,36.3,Fashion,9,9.9,1
ORD507284,CUST100397,560071,2025-01-17 05:17:15,378.72,8.8,Fashion,18,4.8,0
ORD504336,CUST101137,560021,2025-01-17 05:17:47,203.06,4.2,Home,12,16.0,0
ORD503185,CUST101995,560010,2025-01-17 05:38:38,424.12,21.1,Fashion,12,1.6,1
ORD505462,CUST100493,560000,2025-01-17 05:45:43,424.16,6.4,Electronics,18,10.2,1
ORD503228,CUST100852,560037,2025-01-17 05:52:54,1315.43,7.5,Grocery,5,14.1,0
ORD504060,CUST101628,560024,2025-01-17 06:02:37,647.27,17.8,Beauty,10,25.5,1
ORD502019,CUST100569,560044,2025-01-17 06:03:13,730.8,22.4,Fashion,9,33.5,0
ORD506776,CUST101201,560008,2025-01-17 06:09:54,1209.9,25.3,Fashion,18,9.3,1
ORD505575,CUST101930,560078,2025-01-17 06:42:18,514.19,11.3,Beauty,11,7.4,0
ORD505538,CUST100302,560086,2025-01-17 07:19:51,363.43,27.5,Fashion,22,5.9,0
ORD507184,CUST101852,560013,2025-01-17 07:36:42,577.47,4.1,Other,2,1.1,0
ORD505991,CUST101619,560012,2025-01-17 08:28:17,547.54,29.0,Fashion,15,6.5,0
ORD501470,CUST100661,560050,2025-01-17 08:30:47,442.62,2.5,Electronics,1,10.6,1
ORD505291,CUST100988,560022,2025-01-17 09:40:58,442.54,24.2,Electronics,0,7.2,0
ORD507781,CUST100606,560052,2025-01-17 09:44:17,1172.22,31.5,Fashion,7,17.2,0
ORD503568,CUST100530,560070,2025-01-17 10:44:30,741.12,3.6,Electronics,4,20.2,1
ORD502767,CUST101292,560040,2025-01-17 11:59:58,572.59,11.1,Beauty,9,19.4,0
ORD506631,CUST100541,560029,2025-01-17 12:45:08,273.34,35.7,Home,21,4.2,0
ORD501070,CUST100395,560090,2025-01-17 12:53:23,1171.35,27.5,Fashion,20,7.0,0
ORD504371,CUST101684,560045,2025-01-17 12:57:40,1494.31,14.2,Fashion,14,17.1,0
ORD505700,CUST100969,560043,2025-01-17 13:17:33,2182.12,41.3,Beauty,13,2.3,0
ORD501113,CUST100504,560019,2025-01-17 13:35:57,1028.91,24.8,Electronics,3,17.8,0
ORD504415,CUST100423,560065,2025-01-17 15:00:08,1100.21,3.2,Home,15,2.8,0
ORD507844,CUST100455,560081,2025-01-17 15:11:11,443.36,15.2,Beauty,9,1.0,0
ORD502628,CUST100797,560027,2025-01-17 15:16:18,633.54,10.9,Other,9,7.2,0
ORD503328,CUST101922,560052,2025-01-17 17:46:40,2412.62,24.5,Electronics,2,4.3,0
ORD505273,CUST100888,560048,2025-01-17 18:01:39,173.99,1.2,Fashion,19,7.5,1
ORD506502,CUST100455,560009,2025-01-17 18:26:46,383.53,3.0,Fashion,0,24.4,1
ORD505872,CUST100725,560014,2025-01-17 18:28:41,1335.26,8.2,Grocery,13,12.3,0
ORD501698,CUST100194,560018,2025-01-17 18:53:46,945.44,15.5,Fashion,14,3.9,0
ORD501779,CUST100650,560112,2025-01-17 19:09:46,333.36,24.7,Fashion,0,10.6,0
ORD504327,CUST101260,560060,2025-01-17 19:15:39,1485.84,20.7,Home,12,6.6,0
ORD503503,CUST100130,560069,2025-01-17 19:40:35,1502.87,25.8,Electronics,2,30.3,0
ORD500741,CUST101667,560100,2025-01-17 20:22:17,1087.39,34.0,Electronics,8,19.5,0
ORD503287,CUST100727,560087,2025-01-17 20:27:10,827.42,22.2,Electronics,18,2.5,0
ORD505048,CUST101998,560051,2025-01-17 21:07:31,504.57,5.4,Beauty,20,19.5,0
ORD503586,CUST100913,560031,2025-01-17 21:15:25,1021.78,43.3,Beauty,10,11.9,0
ORD507278,CUST101833,560009,2025-01-17 21:38:59,331.2,12.8,Fashion,19,14.7,0
ORD503107,CUST100236,560075,2025-01-18 00:20:44,674.07,26.0,Other,3,8.7,0
ORD507884,CUST100034,560094,2025-01-18 01:27:18,743.82,4.9,Beauty,2,6.9,1
ORD502757,CUST100872,560044,2025-01-18 01:34:50,1305.83,32.9,Grocery,12,11.6,0
ORD505197,CUST100001,560061,2025-01-18 02:03:59,947.0,31.5,Fashion,9,28.0,0
ORD503399,CUST101958,560091,2025-01-18 02:39:41,780.56,2.2,Fashion,3,15.5,0
ORD503344,CUST100674,560111,2025-01-18 04:33:46,651.48,15.6,Grocery,23,5.6,0
ORD501397,CUST101045,560077,2025-01-18 05:14:40,628.52,38.4,Beauty,1,11.8,1
ORD504851,CUST101586,560010,2025-01-18 05:47:17,790.51,16.9,Electronics,9,16.4,0
ORD504277,CUST101775,560107,2025-01-18 05:58:15,395.67,32.5,Grocery,6,11.7,0
ORD501478,CUST100872,560031,2025-01-18 06:32:43,686.46,16.2,Fashion,2,14.1,0
ORD500067,CUST101161,560051,2025-01-18 07:07:50,414.26,5.1,Electronics,2,3.0,0
ORD504363,CUST100766,560049,2025-01-18 07:09:51,462.36,1.4,Grocery,17,2.1,0
ORD504925,CUST101250,560013,2025-01-18 07:18:28,392.5,20.9,Electronics,7,14.1,0
ORD500444,CUST101211,560061,2025-01-18 08:18:42,428.56,1.2,Fashion,2,1.0,0
ORD503930,CUST100231,560115,2025-01-18 09:09:20,1096.84,1.1,Fashion,18,12.8,0
ORD502981,CUST100181,560035,2025-01-18 09:57:02,1213.73,43.4,Fashion,14,9.4,1
ORD504359,CUST101196,560004,2025-01-18 10:00:00,517.85,12.6,Fashion,4,15.6,0
ORD504216,CUST101435,560074,2025-01-18 10:03:34,486.07,0.4,Electronics,1,7.4,0
ORD502330,CUST100114,560041,2025-01-18 10:16:16,300.75,8.5,Home,1,13.2,0
ORD507093,CUST100302,560043,2025-01-18 12:13:29,576.42,20.8,Electronics,17,21.3,0
ORD507657,CUST101657,560051,2025-01-18 12:16:19,579.93,5.3,Electronics,17,16.3,0
ORD507116,CUST101480,560090,2025-01-18 12:20:14,282.4,8.1,Fashion,3,14.9,0
ORD505243,CUST100410,560008,2025-01-18 13:25:15,504.74,38.1,Fashion,15,14.3,0
ORD503943,CUST101563,560079,2025-01-18 15:07:16,638.29,7.7,Beauty,13,25.4,0
ORD503675,CUST101530,560003,2025-01-18 16:14:04,256.91,19.8,Home,4,1.0,1
ORD505156,CUST101542,560029,2025-01-18 17:16:38,234.55,23.9,Beauty,15,12.6,0
ORD506089,CUST100028,560063,2025-01-18 17:22:12,557.64,1.0,Home,4,21.6,0
ORD506355,CUST100194,560006,2025-01-18 17:40:19,564.68,19.0,Beauty,2,8.6,0
ORD504033,CUST101405,560072,2025-01-18 19:25:19,669.6,0.8,Fashion,1,12.3,0
ORD500658,CUST101657,560100,2025-01-18 20:15:36,328.33,7.6,Electronics,2,24.6,0
ORD507177,CUST100835,560103,2025-01-18 20:49:11,496.09,17.1,Home,2,12.6,0
ORD503784,CUST100384,560063,2025-01-18 20:55:01,1083.91,16.6,Beauty,22,13.7,0
ORD501792,CUST100364,560047,2025-01-18 21:07:28,735.39,28.6,Beauty,17,16.4,0
ORD503140,CUST101551,560078,2025-01-18 21:26:41,241.44,23.0,Other,4,14.7,0
ORD501702,CUST101663,560069,2025-01-18 21:43:20,1272.29,30.2,Fashion,3,12.8,0
ORD503339,CUST100703,560084,2025-01-18 21:45:38,488.93,29.3,Home,14,25.2,1
ORD505227,CUST101588,560070,2025-01-18 22:03:40,632.62,30.5,Beauty,8,1.0,0
ORD507411,CUST101717,560101,2025-01-18 22:56:24,746.33,9.0,Home,18,6.7,0
ORD504123,CUST101355,560038,2025-01-18 23:17:45,525.15,18.0,Fashion,18,16.4,1
ORD507916,CUST101753,560093,2025-01-18 23:26:30,216.99,26.3,Home,9,20.3,0
ORD503234,CUST100044,560106,2025-01-18 23:28:47,1767.86,25.9,Electronics,20,20.2,0
ORD507988,CUST101396,560030,2025-01-19 02:27:33,498.53,31.0,Fashion,21,1.0,0
ORD503909,CUST101657,560035,2025-01-19 02:42:18,843.33,31.6,Fashion,1,9.5,0
ORD504958,CUST101962,560048,2025-01-19 03:13:20,1697.11,30.3,Grocery,14,27.3,1
ORD500739,CUST101701,560063,2025-01-19 03:20:12,1038.42,14.0,Fashion,5,14.7,0
ORD505084,CUST101034,560082,2025-01-19 03:34:04,902.7,7.0,Electronics,18,13.7,0
ORD500522,CUST101121,560048,2025-01-19 04:37:18,298.93,3.8,Fashion,14,2.0,0
ORD503453,CUST101579,560008,2025-01-19 08:06:22,932.04,24.6,Beauty,8,18.0,1
ORD504193,CUST100398,560009,2025-01-19 08:22:21,1523.29,11.6,Grocery,4,37.8,0
ORD500646,CUST100667,560002,2025-01-19 10:14:26,466.77,17.0,Electronics,5,10.9,0
ORD506128,CUST100772,560012,2025-01-19 12:30:18,911.44,5.5,Electronics,5,13.1,0
ORD505656,CUST100140,560008,2025-01-19 13:26:09,470.85,22.7,Other,14,23.8,0
ORD503133,CUST100861,560085,2025-01-19 13:44:13,1475.19,7.0,Grocery,1,13.6,0
ORD500377,CUST100988,560111,2025-01-19 14:04:09,1496.65,15.7,Other,23,13.7,0
ORD501012,CUST101701,560026,2025-01-19 15:16:23,440.33,20.9,Fashion,13,14.5,0
ORD504524,CUST100973,560044,2025-01-19 17:18:14,1239.8,12.0,Fashion,8,9.9,0
ORD507400,CUST100963,560025,2025-01-19 17:23:45,432.39,23.6,Home,16,4.8,0
ORD507958,CUST100542,560016,2025-01-19 17:40:37,384.94,10.7,Fashion,5,8.4,1
ORD501596,CUST100177,560041,2025-01-19 17:55:15,792.29,28.1,Fashion,19,14.2,0
ORD507820,CUST100611,560032,2025-01-19 18:55:11,492.31,13.1,Other,2,23.1,1
ORD505927,CUST100231,560091,2025-01-19 19:55:36,925.11,13.2,Electronics,7,5.6,1
ORD504970,CUST100592,560032,2025-01-19 20:13:03,746.86,7.9,Beauty,23,6.1,1
ORD501867,CUST101495,560037,2025-01-19 20:36:50,1163.26,6.8,Other,13,15.9,0
ORD500918,CUST100667,560119,2025-01-19 21:48:44,473.28,25.4,Electronics,12,1.2,0
ORD504999,CUST101929,560059,2025-01-20 00:02:21,157.09,8.7,Fashion,9,5.2,0
ORD505910,CUST101657,560031,2025-01-20 00:04:52,840.15,36.3,Electronics,9,2.3,0
ORD502170,CUST100606,560055,2025-01-20 00:13:56,1989.49,25.8,Electronics,9,5.7,0
ORD503896,CUST100323,560006,2025-01-20 01:39:32,1065.88,8.7,Electronics,23,1.0,0
ORD506480,CUST100162,560104,2025-01-20 01:51:00,410.95,9.4,Electronics,14,10.7,0
ORD501998,CUST100607,560094,2025-01-20 01:52:26,563.72,8.1,Other,5,8.7,1
ORD506340,CUST101633,560027,2025-01-20 02:07:26,1378.23,17.4,Beauty,6,23.2,1
ORD505517,CUST100289,560072,2025-01-20 02:53:04,150.0,25.9,Electronics,6,12.5,0
ORD500050,CUST100053,560000,2025-01-20 03:20:42,862.6,3.0,Electronics,16,10.3,0
ORD507147,CUST100962,560112,2025-01-20 03:25:59,1401.46,8.1,Electronics,13,13.1,0
ORD500533,CUST100622,560067,2025-01-20 03:54:40,1318.71,6.6,Home,2,11.1,0
ORD500546,CUST101710,560017,2025-01-20 04:10:22,488.06,6.9,Fashion,15,7.8,0
ORD507596,CUST100515,560001,2025-01-20 06:07:51,402.34,4.0,Fashion,20,24.2,1
ORD501679,CUST100001,560075,2025-01-20 06:44:52,468.37,15.9,Fashion,8,6.2,0
ORD505406,CUST101429,560011,2025-01-20 06:47:08,749.08,15.3,Fashion,18,4.0,0
ORD503507,CUST101201,560069,2025-01-20 08:24:45,782.85,32.4,Electronics,8,14.6,0
ORD500481,CUST101523,560014,2025-01-20 11:33:40,277.15,9.4,Electronics,15,17.7,0
ORD504777,CUST100532,560090,2025-01-20 11:52:18,248.71,16.1,Electronics,20,11.8,0
ORD507716,CUST101800,560086,2025-01-20 11:54:32,973.96,23.0,Home,7,15.4,0
ORD500842,CUST100988,560016,2025-01-20 12:58:54,254.07,23.6,Grocery,15,12.9,0
ORD501651,CUST101492,560056,2025-01-20 13:27:34,355.8,19.8,Beauty,4,11.6,0
ORD502248,CUST101815,560079,2025-01-20 15:14:49,207.06,4.8,Fashion,15,28.9,0
ORD500996,CUST101657,560078,2025-01-20 15:35:33,702.89,8.0,Other,12,25.0,0
ORD502646,CUST101278,560017,2025-01-20 15:56:45,885.05,26.4,Home,16,10.7,0
ORD500361,CUST100872,560002,2025-01-20 16:25:14,940.06,9.1,Electronics,13,22.3,0
ORD506321,CUST100901,560112,2025-01-20 16:52:37,242.6,27.1,Electronics,23,5.7,0
ORD500769,CUST100003,560118,2025-01-20 17:08:36,455.23,3.6,Home,2,32.0,1
ORD503727,CUST101293,560111,2025-01-20 17:48:28,647.55,11.4,Fashion,16,15.5,1
ORD505020,CUST101405,560102,2025-01-20 18:37:34,522.76,13.6,Electronics,19,13.6,0
ORD506007,CUST101160,560085,2025-01-20 19:01:22,608.17,15.8,Home,13,4.2,0
ORD504932,CUST101628,560050,2025-01-20 19:02:56,427.68,14.5,Other,4,19.4,1
ORD503760,CUST100948,560107,2025-01-20 19:07:57,508.67,40.6,Grocery,20,18.8,1
ORD503148,CUST101983,560076,2025-01-20 20:15:04,499.36,17.6,Grocery,15,1.1,0
ORD504760,CUST100693,560111,2025-01-20 21:01:27,385.12,42.0,Fashion,11,11.6,0
ORD502102,CUST101125,560070,2025-01-20 21:27:33,234.63,11.8,Fashion,23,20.2,0
ORD501485,CUST101431,560094,2025-01-20 21:53:54,428.76,26.0,Grocery,10,1.7,0
ORD502300,CUST100194,560090,2025-01-21 00:30:40,175.76,28.1,Beauty,10,16.6,0
ORD501084,CUST101553,560077,2025-01-21 00:59:05,623.47,21.3,Fashion,13,14.5,0
ORD504229,CUST100693,560081,2025-01-21 01:03:15,1177.1,1.1,Electronics,16,18.5,0
ORD506364,CUST101702,560099,2025-01-21 01:13:45,1994.69,3.5,Electronics,7,24.9,0
ORD506279,CUST100969,560018,2025-01-21 01:20:19,1036.97,25.0,Electronics,7,5.5,0
ORD506385,CUST101975,560047,2025-01-21 01:30:07,920.24,3.1,Home,18,1.0,0
ORD500307,CUST101596,560073,2025-01-21 01:41:40,545.51,23.5,Electronics,0,29.7,0
ORD507372,CUST101431,560009,2025-01-21 01:42:55,684.0,14.1,Electronics,15,2.4,0
ORD507860,CUST100301,560116,2025-01-21 02:05:49,2438.2,7.0,Electronics,0,25.2,0
ORD500332,CUST101930,560002,2025-01-21 02:58:17,1285.32,13.0,Other,19,13.7,0
ORD500595,CUST100834,560078,2025-01-21 03:07:12,712.53,34.3,Beauty,19,9.5,0
ORD503829,CUST100296,560112,2025-01-21 03:41:34,1088.06,16.8,Electronics,13,12.9,0
ORD501365,CUST101183,560103,2025-01-21 05:34:43,622.36,12.0,Other,5,4.4,0
ORD502895,CUST100199,560099,2025-01-21 05:40:57,337.9,7.1,Beauty,6,13.7,0
ORD507465,CUST100204,560010,2025-01-21 05:43:30,641.58,5.3,Home,9,4.2,0
ORD506884,CUST101616,560033,2025-01-21 07:07:04,1228.3,22.4,Electronics,17,2.5,0
ORD506443,CUST100608,560086,2025-01-21 11:49:15,917.3,32.4,Grocery,18,14.7,0
ORD503639,CUST101207,560088,2025-01-21 11:51:53,1702.08,30.2,Other,18,11.2,1
ORD500594,CUST100834,560100,2025-01-21 12:16:33,654.01,4.1,Home,23,13.5,1
ORD501513,CUST100256,560115,2025-01-21 14:06:00,419.02,24.0,Fashion,14,26.8,1
ORD503492,CUST101836,560060,2025-01-21 14:12:31,967.74,31.2,Home,19,5.9,0
ORD507229,CUST101102,560040,2025-01-21 14:23:08,723.62,16.2,Home,9,8.0,0
ORD505508,CUST101062,560005,2025-01-21 15:43:45,1023.63,15.4,Home,8,9.1,0
ORD501383,CUST101419,560117,2025-01-21 16:58:13,588.9,31.5,Home,5,2.6,1
ORD503265,CUST100476,560078,2025-01-21 17:07:10,346.04,11.4,Beauty,13,12.5,0
ORD505776,CUST100242,560085,2025-01-21 18:51:13,624.8,11.1,Fashion,15,1.0,0
ORD507689,CUST101878,560113,2025-01-21 19:24:42,1050.51,12.8,Fashion,1,15.3,0
ORD502938,CUST100975,560021,2025-01-21 20:35:57,1000.44,24.1,Other,18,23.0,1
ORD507658,CUST100962,560105,2025-01-21 22:22:44,3160.38,10.1,Grocery,0,23.1,0
ORD500110,CUST101587,560035,2025-01-21 22:44:09,432.34,2.2,Electronics,1,3.8,0
ORD506381,CUST101551,560061,2025-01-21 22:54:29,353.9,5.4,Other,6,18.3,0
ORD507225,CUST101789,560018,2025-01-21 23:42:45,525.8,21.7,Grocery,13,27.2,0
ORD505394,CUST100672,560032,2025-01-21 23:53:35,1230.52,2.6,Fashion,1,9.0,0
ORD502156,CUST101226,560071,2025-01-22 00:18:00,769.73,44.8,Electronics,7,7.1,1
ORD500319,CUST100515,560107,2025-01-22 00:20:20,495.56,8.5,Other,22,1.5,0
ORD504617,CUST100790,560053,2025-01-22 00:37:06,344.85,37.9,Fashion,11,12.2,1
ORD504007,CUST101620,560118,2025-01-22 00:44:20,1066.04,34.9,Electronics,12,3.0,0
ORD500586,CUST100304,560047,2025-01-22 01:24:23,991.05,2.6,Electronics,5,5.8,0
ORD506161,CUST100877,560022,2025-01-22 01:44:43,943.03,14.3,Fashion,16,9.8,0
ORD506819,CUST101763,560001,2025-01-22 02:13:25,633.3,15.9,Beauty,3,9.6,0
ORD505196,CUST100609,560116,2025-01-22 02:29:40,437.94,34.5,Electronics,19,12.5,0
ORD501477,CUST100138,560083,2025-01-22 03:00:25,427.23,14.8,Electronics,15,6.6,0
ORD503436,CUST100451,560102,2025-01-22 03:31:20,336.74,28.0,Beauty,11,12.0,0
ORD502846,CUST101048,560047,2025-01-22 04:24:28,215.54,21.4,Fashion,0,11.0,0
ORD500368,CUST101587,560052,2025-01-22 04:35:14,775.57,25.7,Electronics,18,9.2,0
ORD502002,CUST101754,560035,2025-01-22 05:43:37,336.13,13.5,Electronics,21,16.5,0
ORD504794,CUST100194,560098,2025-01-22 06:36:09,1877.95,25.0,Electronics,7,13.6,1
ORD507161,CUST100872,560034,2025-01-22 07:21:22,1203.67,16.9,Home,15,20.1,1
ORD505476,CUST101403,560066,2025-01-22 07:38:58,1084.35,40.1,Beauty,23,21.0,1
ORD501148,CUST101967,560016,2025-01-22 08:36:43,719.54,10.5,Home,15,11.5,0
ORD504423,CUST100500,560006,2025-01-22 08:45:58,1008.31,7.6,Home,14,20.1,1
ORD502213,CUST100262,560114,2025-01-22 09:16:26,212.05,34.3,Electronics,5,14.0,0
ORD502871,CUST100570,560050,2025-01-22 09:27:41,353.31,22.2,Grocery,19,18.0,0
ORD506886,CUST101950,560019,2025-01-22 09:40:32,775.06,16.3,Fashion,17,12.9,0
ORD503307,CUST100541,560098,2025-01-22 10:00:45,831.96,8.4,Beauty,3,6.5,0
ORD503346,CUST101403,560026,2025-01-22 10:01:16,362.21,17.4,Fashion,17,14.4,1
ORD501131,CUST100427,560110,2025-01-22 11:09:11,1183.57,7.7,Fashion,5,9.1,1
ORD503278,CUST100746,560003,2025-01-22 11:25:49,1834.97,13.8,Beauty,22,2.2,0
ORD507600,CUST101607,560057,2025-01-22 12:08:00,911.88,9.2,Home,0,5.6,0
ORD501265,CUST101983,560072,2025-01-22 12:30:11,376.75,7.1,Fashion,19,4.8,0
ORD506560,CUST100541,560105,2025-01-22 12:50:41,601.85,12.5,Fashion,6,10.8,0
ORD503773,CUST101940,560064,2025-01-22 12:54:02,647.61,24.9,Home,7,11.2,0
ORD500109,CUST100104,560075,2025-01-22 13:12:18,696.91,11.4,Electronics,7,13.3,0
ORD501682,CUST100566,560092,2025-01-22 14:14:15,852.65,4.9,Fashion,15,13.1,0
ORD504383,CUST101132,560014,2025-01-22 14:22:03,1164.92,13.3,Beauty,2,23.5,1
ORD507917,CUST101201,560062,2025-01-22 14:24:21,598.65,14.3,Electronics,19,25.6,0
ORD503011,CUST101142,560075,2025-01-22 14:25:53,930.32,47.0,Fashion,12,9.3,0
ORD505398,CUST101730,560020,2025-01-22 15:04:40,1068.02,17.9,Beauty,17,10.3,0
ORD504035,CUST100571,560038,2025-01-22 15:37:34,1077.82,16.6,Fashion,7,4.7,1
ORD505865,CUST100229,560042,2025-01-22 16:29:48,556.88,21.5,Home,13,11.3,0
ORD502003,CUST100343,560033,2025-01-22 17:55:59,653.7,28.3,Beauty,19,7.6,0
ORD506372,CUST101052,560021,2025-01-22 19:23:26,1189.26,28.9,Electronics,13,25.9,0
ORD505481,CUST101138,560119,2025-01-22 20:10:48,1285.41,25.7,Fashion,5,25.5,1
ORD507083,CUST100393,560117,2025-01-22 20:38:29,655.17,17.5,Electronics,4,14.1,0
ORD502415,CUST101275,560078,2025-01-22 21:37:37,653.71,10.3,Home,20,3.0,0
ORD504066,CUST101193,560012,2025-01-22 22:01:13,776.81,20.8,Electronics,4,5.2,0
ORD506473,CUST101578,560097,2025-01-22 22:12:26,2493.58,27.2,Electronics,4,12.7,0
ORD504178,CUST101543,560119,2025-01-22 22:16:17,944.88,31.7,Fashion,7,11.1,1
ORD505552,CUST100674,560072,2025-01-23 01:07:46,569.46,15.2,Electronics,3,11.8,1
ORD503989,CUST100228,560099,2025-01-23 01:53:52,534.92,27.9,Electronics,10,21.7,0
ORD501486,CUST100130,560112,2025-01-23 02:43:29,1356.66,8.9,Home,6,14.1,1
ORD507142,CUST100874,560031,2025-01-23 02:55:47,720.81,7.9,Grocery,16,11.8,1
